,date,state,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported
30720,2020-12-29,MA,8,70,1
27197,2020-12-29,MD,5,46,1
36798,2020-12-29,ME,5,24,8
34171,2020-12-29,MI,26,128,4
31436,2020-12-29,MN,22,97,13
27857,2020-12-29,MO,33,74,18
26155,2020-12-29,MS,24,75,2
30017,2020-12-29,MT,15,50,1
32201,2020-12-29,NC,6,108,4
35401,2020-12-29,ND,18,28,1
35248,2020-12-29,NE,21,78,1
25978,2020-12-29,NH,5,22,1
29807,2020-12-29,NJ,10,66,2
32912,2020-12-29,NM,17,36,1
34247,2020-12-29,NV,19,39,2
31508,2020-12-29,NY,12,154,13
27326,2020-12-29,OH,53,144,4
37084,2020-12-29,OK,53,82,11
33343,2020-12-29,OR,4,52,7
30641,2020-12-29,PA,35,151,6
27920,2020-12-29,PR,0,3,64
37697,2020-12-29,RI,5,9,1
28698,2020-12-29,SC,20,47,3
31802,2020-12-29,SD,4,56,3
30531,2020-12-29,TN,47,66,30
34522,2020-12-29,TX,187,395,5
35794,2020-12-29,UT,3,50,1
25703,2020-12-29,VA,32,58,8
29542,2020-12-29,VI,2,0,0
30187,2020-12-29,VT,1,15,1
36770,2020-12-29,WA,14,78,3
33266,2020-12-29,WI,47,93,5
28903,2020-12-29,WV,21,34,4
26244,2020-12-29,WY,6,22,2
37516,2020-12-28,AK,3,20,0
34037,2020-12-28,AL,46,56,7
31314,2020-12-28,AR,37,53,2
25358,2020-12-28,AZ,41,60,3
28071,2020-12-28,CA,180,190,14
31219,2020-12-28,CO,12,70,13
33503,2020-12-28,CT,6,26,1
37377,2020-12-28,DC,0,12,2
26066,2020-12-28,DE,1,8,1
29077,2020-12-28,FL,26,194,11
33062,2020-12-28,GA,47,93,15
33705,2020-12-28,HI,3,21,0
33434,2020-12-28,IA,7,67,48
29467,2020-12-28,ID,7,40,1
25572,2020-12-28,IL,37,138,14
35731,2020-12-28,IN,29,106,2
34310,2020-12-28,KS,39,98,4
30303,2020-12-28,KY,8,93,2
28003,2020-12-28,LA,51,162,8
38205,2020-12-28,MA,9,69,1
31352,2020-12-28,MD,9,42,1
34876,2020-12-28,ME,7,22,8
31260,2020-12-28,MI,27,127,4
34869,2020-12-28,MN,22,97,13
35909,2020-12-28,MO,46,59,20
25354,2020-12-28,MS,33,66,2
27156,2020-12-28,MT,18,48,1
30759,2020-12-28,NC,7,107,4
36581,2020-12-28,ND,17,29,1
32613,2020-12-28,NE,22,77,1
29598,2020-12-28,NH,8,19,1
26475,2020-12-28,NJ,10,65,3
37426,2020-12-28,NM,18,35,1
33524,2020-12-28,NV,18,41,2
28690,2020-12-28,NY,20,151,9
25655,2020-12-28,OH,54,144,4
28349,2020-12-28,OK,57,76,11
31066,2020-12-28,OR,5,52,6
34045,2020-12-28,PA,41,144,6
38352,2020-12-28,PR,2,1,64
155,2020-12-28,RI,4,10,1
28533,2020-12-28,SC,32,36,2
30474,2020-12-28,SD,12,48,3
34049,2020-12-28,TN,51,61,31
32645,2020-12-28,TX,182,400,5
29568,2020-12-28,UT,5,47,1
25689,2020-12-28,VA,33,56,8
36607,2020-12-28,VI,2,0,0
33580,2020-12-28,VT,1,15,1
30443,2020-12-28,WA,21,71,3
28135,2020-12-28,WI,48,91,6
35881,2020-12-28,WV,23,32,4
29087,2020-12-28,WY,4,24,2
35105,2020-12-27,AK,3,21,0
31572,2020-12-27,AL,44,67,6
35131,2020-12-27,AR,39,67,2
35314,2020-12-27,AZ,48,73,3
26429,2020-12-27,CA,180,222,14
28947,2020-12-27,CO,14,77,13
32544,2020-12-27,CT,6,33,1
34525,2020-12-27,DC,0,12,2
32161,2020-12-27,DE,3,12,1
29942,2020-12-27,FL,28,229,11
26790,2020-12-27,GA,45,110,16
36965,2020-12-27,HI,3,23,0
34702,2020-12-27,IA,7,69,50
30713,2020-12-27,ID,8,43,1
27576,2020-12-27,IL,33,156,17
26293,2020-12-27,IN,36,127,2
29781,2020-12-27,KS,45,101,4
34961,2020-12-27,KY,10,111,2
37617,2020-12-27,LA,51,162,8
25462,2020-12-27,MA,13,88,1
29265,2020-12-27,MD,11,47,1
32393,2020-12-27,ME,7,24,8
35576,2020-12-27,MI,27,131,4
31096,2020-12-27,MN,23,104,13
28384,2020-12-27,MO,54,67,19
26535,2020-12-27,MS,34,73,2
36280,2020-12-27,MT,16,50,1
33607,2020-12-27,NC,8,120,4
30903,2020-12-27,ND,19,30,1
27331,2020-12-27,NE,22,78,1
37091,2020-12-27,NH,8,21,1
30647,2020-12-27,NJ,12,81,3
33800,2020-12-27,NM,18,36,1
31466,2020-12-27,NV,16,45,2
34605,2020-12-27,NY,22,170,13
36039,2020-12-27,OH,57,169,4
26798,2020-12-27,OK,55,85,12
29040,2020-12-27,OR,8,54,2
32159,2020-12-27,PA,49,173,6
35219,2020-12-27,PR,1,1,65
32493,2020-12-27,RI,5,9,1
29832,2020-12-27,SC,32,52,3
26329,2020-12-27,SD,14,48,3
37669,2020-12-27,TN,52,57,33
34956,2020-12-27,TX,182,403,5
30597,2020-12-27,UT,7,51,1
27060,2020-12-27,VA,34,65,8
26774,2020-12-27,VI,2,0,0
30700,2020-12-27,VT,1,15,1
34666,2020-12-27,WA,26,77,2
37680,2020-12-27,WI,50,91,7
25981,2020-12-27,WV,23,36,4
29825,2020-12-27,WY,5,24,2
32286,2020-12-26,AK,3,21,0
35494,2020-12-26,AL,44,67,6
31608,2020-12-26,AR,39,67,2
28909,2020-12-26,AZ,46,74,3
26271,2020-12-26,CA,180,223,14
36011,2020-12-26,CO,14,77,13
34158,2020-12-26,CT,6,33,1
31425,2020-12-26,DC,0,12,2
27117,2020-12-26,DE,3,12,1
36866,2020-12-26,FL,28,229,11
29621,2020-12-26,GA,45,110,16
32710,2020-12-26,HI,3,23,0
28010,2020-12-26,IA,7,67,52
35322,2020-12-26,ID,8,43,1
35100,2020-12-26,IL,35,154,17
31234,2020-12-26,IN,32,131,2
26868,2020-12-26,KS,46,100,4
37422,2020-12-26,KY,9,112,2
35939,2020-12-26,LA,51,162,8
25773,2020-12-26,MA,13,88,1
29654,2020-12-26,MD,11,47,1
30270,2020-12-26,ME,7,24,8
33413,2020-12-26,MI,27,131,4
36535,2020-12-26,MN,24,103,13
25611,2020-12-26,MO,52,67,21
29482,2020-12-26,MS,34,73,2
30658,2020-12-26,MT,17,49,1
26959,2020-12-26,NC,8,120,4
37943,2020-12-26,ND,19,30,1
34845,2020-12-26,NE,21,79,1
31687,2020-12-26,NH,8,21,1
27690,2020-12-26,NJ,11,82,3
37071,2020-12-26,NM,18,36,1
34016,2020-12-26,NV,18,43,2
26037,2020-12-26,NY,23,173,9
